id,email,display_name,phone,parent_name,parent_email,entry_level,target_outcome,status,created_at,updated_at
00001d23-210b-24f3-28db-000000002cc3,student64@email.com,Student 64,555-1064,Parent 64,parent64@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d2a-2112-24fa-28e2-000000002cca,student65@email.com,Student 65,555-1065,Parent 65,parent65@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d31-2119-2501-28e9-000000002cd1,student66@email.com,Student 66,555-1066,Parent 66,parent66@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d38-2120-2508-28f0-000000002cd8,student67@email.com,Student 67,555-1067,Parent 67,parent67@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d3f-2127-250f-28f7-000000002cdf,student68@email.com,Student 68,555-1068,Parent 68,parent68@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d46-212e-2516-28fe-000000002ce6,student69@email.com,Student 69,555-1069,Parent 69,parent69@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d4d-2135-251d-2905-000000002ced,student70@email.com,Student 70,555-1070,Parent 70,parent70@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d54-213c-2524-290c-000000002cf4,student71@email.com,Student 71,555-1071,Parent 71,parent71@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d5b-2143-252b-2913-000000002cfb,student72@email.com,Student 72,555-1072,Parent 72,parent72@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d62-214a-2532-291a-000000002d02,student73@email.com,Student 73,555-1073,Parent 73,parent73@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d69-2151-2539-2921-000000002d09,student74@email.com,Student 74,555-1074,Parent 74,parent74@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d70-2158-2540-2928-000000002d10,student75@email.com,Student 75,555-1075,Parent 75,parent75@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d77-215f-2547-292f-000000002d17,student76@email.com,Student 76,555-1076,Parent 76,parent76@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d7e-2166-254e-2936-000000002d1e,student77@email.com,Student 77,555-1077,Parent 77,parent77@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d85-216d-2555-293d-000000002d25,student78@email.com,Student 78,555-1078,Parent 78,parent78@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d8c-2174-255c-2944-000000002d2c,student79@email.com,Student 79,555-1079,Parent 79,parent79@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d93-217b-2563-294b-000000002d33,student80@email.com,Student 80,555-1080,Parent 80,parent80@email.com,Advanced,7,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001d9a-2182-256a-2952-000000002d3a,student81@email.com,Student 81,555-1081,Parent 81,parent81@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001da1-2189-2571-2959-000000002d41,student82@email.com,Student 82,555-1082,Parent 82,parent82@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001da8-2190-2578-2960-000000002d48,student83@email.com,Student 83,555-1083,Parent 83,parent83@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001daf-2197-257f-2967-000000002d4f,student84@email.com,Student 84,555-1084,Parent 84,parent84@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001db6-219e-2586-296e-000000002d56,student85@email.com,Student 85,555-1085,Parent 85,parent85@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dbd-21a5-258d-2975-000000002d5d,student86@email.com,Student 86,555-1086,Parent 86,parent86@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dc4-21ac-2594-297c-000000002d64,student87@email.com,Student 87,555-1087,Parent 87,parent87@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dcb-21b3-259b-2983-000000002d6b,student88@email.com,Student 88,555-1088,Parent 88,parent88@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dd2-21ba-25a2-298a-000000002d72,student89@email.com,Student 89,555-1089,Parent 89,parent89@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dd9-21c1-25a9-2991-000000002d79,student90@email.com,Student 90,555-1090,Parent 90,parent90@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001de0-21c8-25b0-2998-000000002d80,student91@email.com,Student 91,555-1091,Parent 91,parent91@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001de7-21cf-25b7-299f-000000002d87,student92@email.com,Student 92,555-1092,Parent 92,parent92@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dee-21d6-25be-29a6-000000002d8e,student93@email.com,Student 93,555-1093,Parent 93,parent93@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001df5-21dd-25c5-29ad-000000002d95,student94@email.com,Student 94,555-1094,Parent 94,parent94@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001dfc-21e4-25cc-29b4-000000002d9c,student95@email.com,Student 95,555-1095,Parent 95,parent95@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001e03-21eb-25d3-29bb-000000002da3,student96@email.com,Student 96,555-1096,Parent 96,parent96@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001e0a-21f2-25da-29c2-000000002daa,student97@email.com,Student 97,555-1097,Parent 97,parent97@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001e11-21f9-25e1-29c9-000000002db1,student98@email.com,Student 98,555-1098,Parent 98,parent98@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001e18-2200-25e8-29d0-000000002db8,student99@email.com,Student 99,555-1099,Parent 99,parent99@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
00001e1f-2207-25ef-29d7-000000002dbf,student100@email.com,Student 100,555-1100,Parent 100,parent100@email.com,Proficient,7.5,active,2026-04-06T00:00:00Z,2026-04-06T00:00:00Z
